file_name,section,answer_nums,obs_type,is_unable,is_refuse,is_aftercall,is_nonans
965421_T,1,{22},test,FALSE,FALSE,FALSE,FALSE
1879914_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
3425491_T,1,"{21,22}",train,FALSE,FALSE,FALSE,FALSE
1387622_T,1,{42},train,FALSE,FALSE,FALSE,FALSE
1397782_T,1,"{15,16}",train,TRUE,FALSE,FALSE,TRUE
2550064_T,1,{2},test,FALSE,FALSE,FALSE,FALSE
1397740_T,1,"{7,8}",train,FALSE,FALSE,FALSE,FALSE
840354_T,1,{45},train,FALSE,FALSE,FALSE,FALSE
1610678_T,1,"{37,39,41}",test,FALSE,FALSE,FALSE,FALSE
1521454_T,1,{34},test,FALSE,FALSE,FALSE,FALSE
1305918_T,1,"{36,38}",train,FALSE,FALSE,FALSE,FALSE
1085514_T,1,{47},test,FALSE,FALSE,FALSE,FALSE
2477859_T,1,{19},train,FALSE,FALSE,FALSE,FALSE
953125_T,1,{25},test,FALSE,FALSE,FALSE,FALSE
3972901_T,1,{39},train,FALSE,FALSE,FALSE,FALSE
998196_T,1,"{24,26,28}",train,FALSE,FALSE,FALSE,FALSE
1898039_T,1,{42},train,TRUE,FALSE,FALSE,TRUE
1192766_T,1,{175},train,FALSE,FALSE,FALSE,FALSE
3227952_T,1,{6},train,FALSE,FALSE,FALSE,FALSE
2039751_T,1,{13},train,FALSE,FALSE,FALSE,FALSE
1111502_T,1,{11},train,FALSE,FALSE,FALSE,FALSE
922887_T,1,"{12,14}",train,FALSE,FALSE,FALSE,FALSE
1335339_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
4152709_T,1,"{9,10}",train,FALSE,FALSE,FALSE,FALSE
731236_T,1,"{85,86,88,89}",train,FALSE,FALSE,FALSE,FALSE
2157109_T,1,{13},train,FALSE,FALSE,FALSE,FALSE
2186554_T,1,{7},train,TRUE,FALSE,FALSE,TRUE
1102004_T,1,{83},train,FALSE,FALSE,FALSE,FALSE
1605884_T,1,{32},train,FALSE,FALSE,FALSE,FALSE
4745357_T,1,{6},train,FALSE,FALSE,FALSE,FALSE
1115083_T,1,"{45,46,47,49,50}",test,FALSE,FALSE,FALSE,FALSE
4862345_T,1,{14},test,FALSE,FALSE,FALSE,FALSE
4221664_T,1,{75},train,FALSE,FALSE,FALSE,FALSE
1839032_T,1,"{19,21,23}",train,FALSE,FALSE,FALSE,FALSE
1882435_T,1,"{46,47}",train,FALSE,FALSE,FALSE,FALSE
1400992_T,1,"{5,9}",train,FALSE,FALSE,FALSE,FALSE
917302_T,1,"{34,35}",train,FALSE,TRUE,FALSE,TRUE
1805206_T,1,{80},train,FALSE,FALSE,FALSE,FALSE
2520167_T,1,"{21,22}",train,FALSE,FALSE,FALSE,FALSE
3211034_T,1,"{37,39,41}",train,FALSE,FALSE,FALSE,FALSE
1485036_T,1,{35},train,FALSE,FALSE,FALSE,FALSE
4037767_T,1,"{17,19}",test,FALSE,FALSE,FALSE,FALSE
762433_T,1,{44},train,FALSE,FALSE,FALSE,FALSE
1145524_T,1,{35},train,TRUE,FALSE,FALSE,TRUE
4853766_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
4917152_T,1,"{65,67}",train,FALSE,FALSE,FALSE,FALSE
4957625_T,1,"{49,52}",train,FALSE,FALSE,FALSE,FALSE
1397869_T,1,{31},train,FALSE,TRUE,FALSE,TRUE
2956748_T,1,"{9,11}",train,FALSE,FALSE,FALSE,FALSE
1202940_T,1,{7},test,FALSE,TRUE,FALSE,TRUE
862974_T,1,"{3,5}",train,FALSE,FALSE,FALSE,FALSE
2955243_T,1,{57},test,FALSE,FALSE,FALSE,FALSE
1818077_T,1,{21},train,FALSE,FALSE,FALSE,FALSE
728266_T,1,{39},train,FALSE,FALSE,FALSE,FALSE
2430904_T,1,{81},train,FALSE,FALSE,FALSE,FALSE
1813544_T,1,{11},test,TRUE,FALSE,FALSE,TRUE
1522229_T,1,"{24,26}",train,FALSE,FALSE,FALSE,FALSE
1564735_T,1,"{37,38}",test,FALSE,FALSE,FALSE,FALSE
3976762_T,1,"{5,7,8}",train,FALSE,FALSE,FALSE,FALSE
1783527_T,1,{43},train,FALSE,FALSE,FALSE,FALSE
1572543_T,1,"{5,7}",train,FALSE,FALSE,FALSE,FALSE
1453137_T,1,{90},test,FALSE,FALSE,FALSE,FALSE
966557_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1366182_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
3309974_T,1,{11},train,FALSE,FALSE,FALSE,FALSE
5063926_T,1,"{60,64,66}",train,FALSE,FALSE,FALSE,FALSE
2331229_T,1,"{6,8}",train,TRUE,FALSE,FALSE,TRUE
3960653_T,1,{9},train,FALSE,FALSE,FALSE,FALSE
3052570_T,1,"{5,7}",train,FALSE,FALSE,FALSE,FALSE
2163040_T,1,{61},train,FALSE,FALSE,FALSE,FALSE
4758529_T,1,{27},train,FALSE,FALSE,FALSE,FALSE
1018469_T,1,{90},train,FALSE,FALSE,FALSE,FALSE
1712803_T,1,{24},train,FALSE,FALSE,FALSE,FALSE
1676959_T,1,"{61,62,63,64,65,66,67,68,69,70}",train,FALSE,FALSE,FALSE,FALSE
4154534_T,1,{20},train,TRUE,FALSE,FALSE,TRUE
5030717_T,1,{14},train,TRUE,FALSE,FALSE,TRUE
4794821_T,1,"{46,48,49}",test,FALSE,FALSE,FALSE,FALSE
4959783_T,1,"{124,126,128,130}",train,FALSE,FALSE,FALSE,FALSE
1924844_T,1,{31},test,FALSE,FALSE,FALSE,FALSE
1893776_T,1,"{30,32}",train,FALSE,FALSE,FALSE,FALSE
3669417_T,1,"{122,124}",test,FALSE,FALSE,FALSE,FALSE
4854469_T,1,"{3,4,5,6,8}",train,FALSE,FALSE,FALSE,FALSE
763428_T,1,{219},train,FALSE,FALSE,FALSE,FALSE
4786985_T,1,{102},train,FALSE,FALSE,FALSE,FALSE
3669565_T,1,{92},train,FALSE,FALSE,FALSE,FALSE
1348058_T,1,"{55,57,59}",train,FALSE,FALSE,FALSE,FALSE
3680770_T,1,{32},test,FALSE,FALSE,FALSE,FALSE
2016386_T,1,"{26,28}",test,TRUE,TRUE,FALSE,TRUE
1532660_T,1,{55},train,FALSE,FALSE,FALSE,FALSE
2073021_T,1,{9},train,FALSE,FALSE,FALSE,FALSE
3765824_T,1,"{9,10,11}",train,FALSE,FALSE,FALSE,FALSE
2394208_T,1,{11},test,TRUE,FALSE,FALSE,TRUE
998213_T,1,{28},test,FALSE,FALSE,FALSE,FALSE
3223578_T,1,{77},train,FALSE,FALSE,FALSE,FALSE
4182154_T,1,"{66,67,68,69,70,71,72,73}",train,FALSE,FALSE,FALSE,FALSE
4178695_T,1,{44},train,FALSE,FALSE,FALSE,FALSE
738620_T,1,{24},train,FALSE,FALSE,FALSE,FALSE
1602457_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
1679829_T,1,"{98,100,101,103}",train,FALSE,FALSE,FALSE,FALSE
1465887_T,1,"{76,77,79,80}",train,FALSE,FALSE,FALSE,FALSE
1887909_T,1,"{59,61,63}",test,FALSE,FALSE,FALSE,FALSE
2471722_T,1,"{17,19,21,22}",train,FALSE,FALSE,FALSE,FALSE
4789404_T,1,{25},train,FALSE,FALSE,FALSE,FALSE
1395401_T,1,{13},train,FALSE,FALSE,FALSE,FALSE
3104162_T,1,{12},train,FALSE,FALSE,FALSE,FALSE
4801584_T,1,{16},train,FALSE,FALSE,FALSE,FALSE
2737383_T,1,{15},test,FALSE,FALSE,FALSE,FALSE
1105363_T,1,"{37,39,41}",train,FALSE,FALSE,FALSE,FALSE
1904364_T,1,"{42,44,46,48}",train,FALSE,FALSE,FALSE,FALSE
1473796_T,1,{101},train,FALSE,FALSE,FALSE,FALSE
1093872_T,1,{60},train,FALSE,FALSE,FALSE,FALSE
4221705_T,1,"{3,5}",train,FALSE,FALSE,FALSE,FALSE
1287156_T,1,{34},train,FALSE,FALSE,FALSE,FALSE
2340835_T,1,{20},train,FALSE,FALSE,FALSE,FALSE
956921_T,1,{17},train,FALSE,FALSE,FALSE,FALSE
4948180_T,1,{59},test,FALSE,FALSE,FALSE,FALSE
875954_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1015188_T,1,{9},test,FALSE,FALSE,FALSE,FALSE
1776791_T,1,"{16,18,20}",test,FALSE,FALSE,FALSE,FALSE
1068200_T,1,{39},test,FALSE,FALSE,FALSE,FALSE
2086197_T,1,"{58,60}",train,FALSE,FALSE,FALSE,FALSE
2788198_T,1,{10},test,TRUE,FALSE,FALSE,TRUE
4979851_T,1,{74},train,FALSE,FALSE,FALSE,FALSE
2072409_T,1,"{40,41,42,43,44}",train,FALSE,FALSE,FALSE,FALSE
4733193_T,1,"{9,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49,50,51,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84}",test,FALSE,TRUE,FALSE,TRUE
2456527_T,1,"{34,35,36,37,38,39,40}",train,FALSE,TRUE,FALSE,TRUE
1600865_T,1,"{18,21,23}",test,FALSE,TRUE,FALSE,TRUE
668538_T,1,{26},test,TRUE,FALSE,FALSE,TRUE
1236151_T,1,"{3,4}",train,FALSE,FALSE,FALSE,FALSE
4997880_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
4710368_T,1,{17},train,FALSE,TRUE,FALSE,TRUE
1746927_T,1,{22},test,FALSE,TRUE,FALSE,TRUE
1204512_T,1,{25},train,FALSE,FALSE,FALSE,FALSE
2085520_T,1,{29},test,TRUE,FALSE,FALSE,TRUE
1420275_T,1,{8},train,FALSE,FALSE,FALSE,FALSE
1351293_T,1,{89},train,FALSE,FALSE,FALSE,FALSE
4158566_T,1,{17},test,FALSE,FALSE,FALSE,FALSE
4913789_T,1,{20},train,FALSE,FALSE,FALSE,FALSE
1015743_T,1,{11},test,FALSE,TRUE,FALSE,TRUE
754937_T,1,"{3,4}",train,FALSE,TRUE,FALSE,TRUE
2484092_T,1,"{138,140,142,143,145,146}",train,TRUE,FALSE,FALSE,TRUE
1022265_T,1,"{38,40}",train,FALSE,FALSE,FALSE,FALSE
2091671_T,1,"{10,12}",test,FALSE,FALSE,FALSE,FALSE
4161935_T,1,"{3,4}",train,FALSE,FALSE,FALSE,FALSE
2341194_T,1,"{58,60}",train,FALSE,FALSE,FALSE,FALSE
1454039_T,1,"{3,5}",train,FALSE,TRUE,FALSE,TRUE
3207290_T,1,{30},train,FALSE,FALSE,FALSE,FALSE
762887_T,1,"{60,62}",train,FALSE,FALSE,FALSE,FALSE
931917_T,1,"{13,14,16}",train,FALSE,FALSE,FALSE,FALSE
4795714_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
795280_T,1,{25},train,FALSE,FALSE,FALSE,FALSE
2081323_T,1,{9},train,FALSE,FALSE,FALSE,FALSE
3017477_T,1,{30},train,FALSE,TRUE,FALSE,TRUE
4702627_T,1,"{59,61}",train,FALSE,FALSE,FALSE,FALSE
1029958_T,1,{40},train,FALSE,FALSE,FALSE,FALSE
869723_T,1,{61},test,FALSE,FALSE,FALSE,FALSE
2213790_T,1,"{5,6}",train,FALSE,FALSE,FALSE,FALSE
3083079_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
1452215_T,1,{11},train,FALSE,FALSE,FALSE,FALSE
1839031_T,1,{37},test,FALSE,FALSE,FALSE,FALSE
722166_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1199528_T,1,"{19,20}",train,FALSE,FALSE,FALSE,FALSE
918704_T,1,"{31,33}",train,FALSE,FALSE,FALSE,FALSE
1449836_T,1,{22},test,FALSE,FALSE,FALSE,FALSE
1742893_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
1980996_T,1,"{38,39}",train,FALSE,FALSE,FALSE,FALSE
4228717_T,1,{3},train,FALSE,TRUE,FALSE,TRUE
1666937_T,1,{23},train,FALSE,FALSE,FALSE,FALSE
847730_T,1,"{3,4}",test,FALSE,FALSE,FALSE,FALSE
3221189_T,1,{101},test,FALSE,FALSE,FALSE,FALSE
3288714_T,1,{43},train,FALSE,FALSE,FALSE,FALSE
2191173_T,1,{52},test,FALSE,FALSE,FALSE,FALSE
1111473_T,1,{58},test,FALSE,FALSE,FALSE,FALSE
3263497_T,1,{29},test,FALSE,FALSE,FALSE,FALSE
1871840_T,1,"{100,101}",train,FALSE,FALSE,FALSE,FALSE
4015047_T,1,{3},test,FALSE,FALSE,FALSE,FALSE
3073659_T,1,"{11,13,15}",train,FALSE,FALSE,FALSE,FALSE
1415819_T,1,{88},train,FALSE,FALSE,FALSE,FALSE
1490857_T,1,"{61,62}",test,FALSE,FALSE,FALSE,FALSE
1113255_T,1,"{95,97}",test,FALSE,TRUE,FALSE,TRUE
1359147_T,1,{90},train,FALSE,FALSE,FALSE,FALSE
3434386_T,1,{53},test,FALSE,FALSE,FALSE,FALSE
1298554_T,1,{114},train,FALSE,FALSE,FALSE,FALSE
1008369_T,1,{64},train,TRUE,FALSE,FALSE,TRUE
4790337_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
1302991_T,1,"{19,20,21,22,23,25}",test,FALSE,FALSE,FALSE,FALSE
1101231_T,1,{11},test,FALSE,FALSE,FALSE,FALSE
1383438_T,1,"{47,49,51,53}",test,FALSE,FALSE,FALSE,FALSE
2209453_T,1,{45},train,FALSE,TRUE,FALSE,TRUE
4759954_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
2801234_T,1,{45},train,FALSE,FALSE,FALSE,FALSE
2083940_T,1,"{99,100,102}",train,FALSE,FALSE,FALSE,FALSE
919788_T,1,"{12,14}",train,FALSE,FALSE,FALSE,FALSE
1734287_T,1,{29},train,FALSE,FALSE,FALSE,FALSE
3457256_T,1,{29},train,FALSE,TRUE,FALSE,TRUE
5011030_T,1,"{6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24}",test,FALSE,TRUE,FALSE,TRUE
4004752_T,1,"{36,37}",train,FALSE,FALSE,FALSE,FALSE
1776944_T,1,{33},train,FALSE,FALSE,FALSE,FALSE
1586693_T,1,{62},train,FALSE,FALSE,FALSE,FALSE
4793063_T,1,"{7,8,9}",train,FALSE,FALSE,FALSE,FALSE
5043050_T,1,{52},train,FALSE,FALSE,FALSE,FALSE
4159420_T,1,{33},test,FALSE,FALSE,FALSE,FALSE
1114243_T,1,{23},train,FALSE,FALSE,FALSE,FALSE
4738764_T,1,"{44,46}",train,FALSE,FALSE,FALSE,FALSE
1299696_T,1,"{31,32}",train,FALSE,FALSE,FALSE,FALSE
2345322_T,1,"{65,67,69}",train,TRUE,FALSE,FALSE,TRUE
1995992_T,1,{16},train,FALSE,FALSE,FALSE,FALSE
4241144_T,1,"{47,48}",train,FALSE,TRUE,FALSE,TRUE
1697660_T,1,{32},test,FALSE,FALSE,FALSE,FALSE
764661_T,1,{18},test,FALSE,FALSE,FALSE,FALSE
3493951_T,1,{26},train,FALSE,FALSE,FALSE,FALSE
1756082_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
4852593_T,1,{85},train,FALSE,FALSE,FALSE,FALSE
4820573_T,1,{20},train,FALSE,FALSE,FALSE,FALSE
1165259_T,1,"{107,109}",test,FALSE,FALSE,FALSE,FALSE
2009134_T,1,{51},train,FALSE,FALSE,FALSE,FALSE
4756202_T,1,{65},train,FALSE,FALSE,FALSE,FALSE
4797079_T,1,"{19,21}",train,FALSE,FALSE,FALSE,FALSE
931578_T,1,{47},test,FALSE,FALSE,FALSE,FALSE
729826_T,1,"{9,11}",test,FALSE,FALSE,FALSE,FALSE
663787_T,1,"{6,8}",train,TRUE,FALSE,FALSE,TRUE
949980_T,1,{70},train,FALSE,FALSE,FALSE,FALSE
4747623_T,1,{29},train,FALSE,TRUE,FALSE,TRUE
5065250_T,1,"{45,47}",train,FALSE,FALSE,FALSE,FALSE
5055280_T,1,{39},test,FALSE,FALSE,FALSE,FALSE
2329101_T,1,{68},train,FALSE,FALSE,FALSE,FALSE
2966628_T,1,"{27,29,31,33,35,37,39,41,43,45,47,49}",test,FALSE,FALSE,FALSE,FALSE
1624655_T,1,{29},train,TRUE,FALSE,FALSE,TRUE
1726287_T,1,"{103,105}",train,FALSE,FALSE,FALSE,FALSE
4926886_T,1,{43},train,TRUE,FALSE,FALSE,TRUE
841306_T,1,{23},test,FALSE,FALSE,FALSE,FALSE
1119013_T,1,{73},train,FALSE,FALSE,FALSE,FALSE
1371026_T,1,{117},test,FALSE,FALSE,FALSE,FALSE
4982178_T,1,{34},train,FALSE,FALSE,FALSE,FALSE
1827643_T,1,"{5,7}",test,FALSE,FALSE,FALSE,FALSE
1203014_T,1,{11},test,FALSE,FALSE,FALSE,FALSE
4753034_T,1,{10},train,FALSE,FALSE,FALSE,FALSE
3699469_T,1,{35},test,FALSE,FALSE,FALSE,FALSE
1459796_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
797325_T,1,"{15,16}",train,FALSE,TRUE,FALSE,TRUE
739414_T,1,"{10,12}",train,FALSE,FALSE,FALSE,FALSE
845229_T,2,"{63,64,65,66}",train,FALSE,FALSE,FALSE,FALSE
1772499_T,1,"{47,48}",train,FALSE,FALSE,FALSE,FALSE
2708909_T,1,"{97,99}",test,FALSE,FALSE,FALSE,FALSE
2146851_T,1,{47},train,FALSE,FALSE,FALSE,FALSE
876945_T,1,"{3,5,7,9}",test,TRUE,FALSE,FALSE,TRUE
4704769_T,1,{73},train,FALSE,FALSE,FALSE,FALSE
1740196_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1062981_T,1,{26},train,FALSE,FALSE,FALSE,FALSE
4714244_T,1,{70},test,FALSE,FALSE,FALSE,FALSE
3457510_T,1,"{68,69,70}",train,FALSE,FALSE,FALSE,FALSE
2159905_T,1,"{17,19}",train,FALSE,FALSE,FALSE,FALSE
1717328_T,1,{102},train,FALSE,FALSE,FALSE,FALSE
2673167_T,1,{52},train,FALSE,FALSE,FALSE,FALSE
1836234_T,1,{7},train,FALSE,FALSE,FALSE,FALSE
1794576_T,1,"{102,104}",test,FALSE,FALSE,FALSE,FALSE
1406643_T,1,"{26,27}",test,FALSE,FALSE,FALSE,FALSE
4873009_T,1,"{40,42}",train,FALSE,FALSE,FALSE,FALSE
758691_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1077061_T,1,{62},train,TRUE,FALSE,FALSE,TRUE
773953_T,1,"{96,98,100,101}",train,TRUE,FALSE,FALSE,TRUE
1795590_T,1,{66},train,FALSE,FALSE,FALSE,FALSE
2667500_T,1,"{55,57}",train,TRUE,FALSE,FALSE,TRUE
839714_T,1,{121},train,FALSE,FALSE,FALSE,FALSE
4889008_T,1,"{25,26}",train,TRUE,FALSE,FALSE,TRUE
3803073_T,1,"{13,14}",train,FALSE,FALSE,TRUE,TRUE
4922034_T,1,{32},test,FALSE,FALSE,FALSE,FALSE
795215_T,1,{37},train,FALSE,FALSE,FALSE,FALSE
1213122_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
4098543_T,1,{13},train,FALSE,FALSE,FALSE,FALSE
1599853_T,1,"{142,145}",train,FALSE,FALSE,FALSE,FALSE
2765410_T,1,"{43,45}",train,FALSE,FALSE,FALSE,FALSE
734339_T,1,"{53,54}",train,FALSE,FALSE,FALSE,FALSE
695764_T,1,"{6,8}",train,FALSE,FALSE,FALSE,FALSE
2493763_T,1,{149},train,FALSE,FALSE,FALSE,FALSE
4838331_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
1745831_T,1,"{75,77}",train,FALSE,FALSE,FALSE,FALSE
1059689_T,1,"{23,25,26}",train,FALSE,FALSE,FALSE,FALSE
1673850_T,1,{31},train,FALSE,FALSE,FALSE,FALSE
1128748_T,1,{104},test,FALSE,FALSE,FALSE,FALSE
4214981_T,1,{45},test,FALSE,FALSE,FALSE,FALSE
2310044_T,1,"{23,24}",test,FALSE,FALSE,FALSE,FALSE
4783049_T,1,{41},test,FALSE,FALSE,FALSE,FALSE
2083292_T,1,"{11,12,13}",train,FALSE,FALSE,FALSE,FALSE
4990387_T,1,{9},test,FALSE,FALSE,FALSE,FALSE
4192320_T,1,"{3,5,6,8,9,11,12,15}",train,FALSE,TRUE,FALSE,TRUE
1314307_T,1,{44},test,FALSE,FALSE,FALSE,FALSE
1712702_T,1,"{27,29}",train,FALSE,FALSE,FALSE,FALSE
926028_T,1,"{94,96}",train,TRUE,FALSE,FALSE,TRUE
4933379_T,1,{5},train,FALSE,FALSE,FALSE,FALSE
3963865_T,1,{11},test,FALSE,FALSE,FALSE,FALSE
733043_T,1,"{7,9,10}",test,FALSE,FALSE,FALSE,FALSE
1715026_T,1,"{33,34,35,36,37,39,40}",train,FALSE,FALSE,FALSE,FALSE
4927936_T,1,{130},train,TRUE,FALSE,FALSE,TRUE
1029352_T,1,{104},train,FALSE,FALSE,FALSE,FALSE
4722600_T,1,{36},train,FALSE,FALSE,FALSE,FALSE
1423345_T,1,{125},test,FALSE,FALSE,FALSE,FALSE
1035005_T,1,{47},train,FALSE,FALSE,FALSE,FALSE
4240993_T,1,{15},train,FALSE,FALSE,FALSE,FALSE
966253_T,1,"{14,15,16}",train,FALSE,FALSE,FALSE,FALSE
2256705_T,1,"{39,41,43}",test,FALSE,FALSE,FALSE,FALSE
2270416_T,1,"{50,52}",train,FALSE,FALSE,FALSE,FALSE
4230107_T,1,{46},train,FALSE,FALSE,FALSE,FALSE
3425853_T,1,{139},test,FALSE,FALSE,FALSE,FALSE
4890182_T,1,"{57,59,60}",train,FALSE,FALSE,FALSE,FALSE
2163023_T,1,"{5,7}",test,FALSE,FALSE,FALSE,FALSE
774292_T,1,{70},train,FALSE,FALSE,FALSE,FALSE
1149222_T,1,"{45,47}",train,FALSE,TRUE,FALSE,TRUE
4720492_T,1,"{29,30}",test,FALSE,FALSE,FALSE,FALSE
4797842_T,1,"{26,28}",train,FALSE,TRUE,FALSE,TRUE
1529560_T,1,{56},train,FALSE,FALSE,FALSE,FALSE
834999_T,1,"{122,124}",train,FALSE,FALSE,FALSE,FALSE
3963712_T,1,{12},test,FALSE,FALSE,FALSE,FALSE
1465034_T,1,{102},train,TRUE,FALSE,FALSE,TRUE
1214839_T,1,{7},test,FALSE,FALSE,FALSE,FALSE
1055217_T,1,{5},test,FALSE,FALSE,FALSE,FALSE
3208707_T,1,"{101,102}",test,FALSE,FALSE,FALSE,FALSE
1988536_T,1,{187},test,FALSE,FALSE,FALSE,FALSE
1392779_T,1,"{69,70,71}",train,FALSE,FALSE,FALSE,FALSE
1155783_T,1,{27},test,FALSE,FALSE,FALSE,FALSE
1492613_T,1,"{10,12}",train,FALSE,FALSE,FALSE,FALSE
995280_T,1,{48},test,FALSE,FALSE,FALSE,FALSE
2445728_T,1,"{95,96}",train,FALSE,FALSE,FALSE,FALSE
1087368_T,1,{27},train,FALSE,FALSE,FALSE,FALSE
951876_T,1,{80},test,FALSE,FALSE,FALSE,FALSE
2372135_T,1,{58},train,FALSE,FALSE,FALSE,FALSE
1328771_T,1,"{15,16}",train,FALSE,FALSE,FALSE,FALSE
1819328_T,1,{68},train,FALSE,FALSE,FALSE,FALSE
1148140_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
794642_T,1,{31},test,FALSE,FALSE,FALSE,FALSE
943454_T,1,"{59,60,61}",train,FALSE,FALSE,FALSE,FALSE
1225521_T,1,{62},train,FALSE,FALSE,FALSE,FALSE
1728171_T,1,{8},test,FALSE,FALSE,FALSE,FALSE
1411972_T,1,"{25,27}",test,FALSE,FALSE,FALSE,FALSE
5046445_T,1,{18},test,FALSE,FALSE,FALSE,FALSE
4993089_T,1,"{114,116}",train,FALSE,FALSE,FALSE,FALSE
3931001_T,1,"{12,14}",train,FALSE,FALSE,TRUE,TRUE
1598869_T,1,{44},train,FALSE,FALSE,FALSE,FALSE
2026022_T,1,"{11,13}",test,TRUE,FALSE,FALSE,TRUE
1199617_T,1,"{29,31}",train,FALSE,FALSE,FALSE,FALSE
4921740_T,1,{6},train,FALSE,FALSE,FALSE,FALSE
1145102_T,1,"{33,34}",train,FALSE,FALSE,FALSE,FALSE
950409_T,1,"{83,86}",train,FALSE,FALSE,FALSE,FALSE
4025319_T,1,"{3,4}",train,FALSE,FALSE,FALSE,FALSE
1885892_T,1,"{61,62}",test,TRUE,FALSE,FALSE,TRUE
1847415_T,1,{24},train,FALSE,FALSE,FALSE,FALSE
2174051_T,1,"{39,40,41}",train,FALSE,TRUE,FALSE,TRUE
3325534_T,1,"{33,34,35,36,37,38,39,40,41,42,43,44,45}",train,TRUE,FALSE,FALSE,TRUE
669399_T,1,"{10,12,14}",train,FALSE,FALSE,FALSE,FALSE
1670109_T,1,{21},train,FALSE,FALSE,FALSE,FALSE
2088405_T,1,"{14,16,18}",train,FALSE,FALSE,FALSE,FALSE
1947141_T,1,"{26,28}",train,FALSE,FALSE,FALSE,FALSE
809258_T,1,{13},train,FALSE,FALSE,FALSE,FALSE
840039_T,1,{110},train,FALSE,TRUE,FALSE,TRUE
1289466_T,1,{33},train,FALSE,FALSE,FALSE,FALSE
2496010_T,1,{105},train,FALSE,FALSE,FALSE,FALSE
1525252_T,1,"{11,12}",test,FALSE,FALSE,FALSE,FALSE
3970931_T,1,"{72,74}",train,TRUE,FALSE,FALSE,TRUE
3058091_T,1,{13},test,FALSE,FALSE,FALSE,FALSE
1691209_T,1,"{27,28,29}",train,FALSE,FALSE,FALSE,FALSE
1413571_T,1,"{43,44}",train,FALSE,FALSE,FALSE,FALSE
963366_T,1,"{43,44,46,48,49}",train,FALSE,FALSE,FALSE,FALSE
4227666_T,1,"{7,9}",test,FALSE,FALSE,FALSE,FALSE
3921336_T,1,{66},test,FALSE,TRUE,FALSE,TRUE
2419319_T,1,{83},train,FALSE,FALSE,FALSE,FALSE
4778477_T,1,"{86,87,88,89,91}",test,FALSE,FALSE,FALSE,FALSE
3167493_T,1,"{25,27}",train,FALSE,FALSE,FALSE,FALSE
1913637_T,1,{53},test,FALSE,FALSE,FALSE,FALSE
2197970_T,1,"{8,11,12,13}",train,TRUE,FALSE,FALSE,TRUE
1469405_T,1,{24},train,FALSE,FALSE,FALSE,FALSE
3964868_T,1,"{73,74}",train,FALSE,FALSE,FALSE,FALSE
4160801_T,1,{33},train,FALSE,FALSE,FALSE,FALSE
1369935_T,1,"{40,42}",train,FALSE,FALSE,FALSE,FALSE
4863169_T,1,{45},train,FALSE,FALSE,FALSE,FALSE
2196038_T,1,"{5,7,8}",train,FALSE,FALSE,FALSE,FALSE
711116_T,1,{15},train,FALSE,FALSE,FALSE,FALSE
1875815_T,1,"{79,81,83,85}",test,FALSE,FALSE,FALSE,FALSE
5055096_T,1,"{5,7,9}",train,FALSE,FALSE,FALSE,FALSE
4151971_T,1,{34},test,FALSE,FALSE,FALSE,FALSE
2174918_T,1,{42},test,FALSE,FALSE,FALSE,FALSE
3420359_T,1,{7},test,FALSE,FALSE,FALSE,FALSE
1142947_T,1,{62},test,FALSE,TRUE,FALSE,TRUE
1739635_T,1,"{38,41,42}",train,FALSE,FALSE,FALSE,FALSE
3184347_T,1,{101},train,FALSE,FALSE,FALSE,FALSE
3390223_T,1,{81},train,FALSE,FALSE,FALSE,FALSE
2010423_T,1,{3},train,FALSE,FALSE,FALSE,FALSE
4904394_T,1,"{31,32,33,35}",train,TRUE,FALSE,FALSE,TRUE
1360238_T,1,{30},train,FALSE,TRUE,FALSE,TRUE
1599682_T,1,"{25,27}",train,FALSE,FALSE,FALSE,FALSE
4712592_T,1,{34},train,FALSE,FALSE,FALSE,FALSE
3945493_T,1,"{47,48}",test,FALSE,FALSE,FALSE,FALSE
